rank,id,asset_id,attributes/0/traitType,attributes/0/value,attributes/0/percentage,attributes/1/traitType,attributes/1/value,attributes/1/percentage,attributes/2/traitType,attributes/2/value,attributes/2/percentage,attributes/3/traitType,attributes/3/value,attributes/3/percentage,attributes/4/traitType,attributes/4/value,attributes/4/percentage,attributes/5/traitType,attributes/5/value,attributes/5/percentage,attributes/6/traitType,attributes/6/value,attributes/6/percentage,attributes/7/traitType,attributes/7/value,attributes/7/percentage,attributes/8/traitType,attributes/8/value,attributes/8/percentage,score,attributes/9/traitType,attributes/9/value,attributes/9/percentage
3318,81,42341bff047db7cefe33cc4cbc520e29,Attack,11,26.75,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Tusk,4.52,Pomel,Gyroscope,1.98,Weapon Type,Axe,13.57,146.82863826377144,,,
1869,82,37afddf2403f9ca61a9a474c88253260,Attack,13,7.36,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Omni,2.85,Weapon Type,Axe,13.57,177.75151767506972,,,
4138,83,7de5f7da4eb4abf7d6b0d1a71d65abdd,Attack,10,28.78,Barrel,Brute - Rifle,2.10,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Widow,7.87,Stock,Marksman,3.64,137.20536467267627,Weapon Type,Rifle,10.21
6665,84,2787d52511714c3ac84f5b0444283a5d,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Damascus,2.92,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,113.49938271466118,,,
8018,85,22a6700c8a22cc194989cce740a4745b,Attack,11,26.75,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,AntiMatter - Dark,5.73,Handle,Conical,7.86,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,103.92105239035297,,,
2973,86,a4edce2945b1d0f478c3f29151ee43fa,Attack,11,26.75,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Handle,Charged,5.52,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,152.10594798932348,,,
8046,87,7a13648644dd738fddd0eccf27724278,Attack,10,28.78,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,9,30.42,Energy Type,AntiMatter,13.39,Handle,Charged,5.52,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,103.75720025093972,,,
1662,88,3741e6e28eef30cbd78cb362ee042530,Attack,13,7.36,Barrel,Trinity,1.19,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Carved,6.94,Stock,Compact,4.30,184.74028764620257,Weapon Type,Rifle,10.21
3439,89,ea008bfeef9d354f83191b82f657ef89,Attack,8,2.94,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Serrated,4.85,Stock,Shock Absorber,3.64,145.27587012166677,Weapon Type,SMG,15.81
2069,90,5433b10b757a96c4f0f550b0aa320e61,Attack,12,16.48,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Charged,5.52,Pomel,Gyroscope,1.98,Weapon Type,Axe,13.57,171.1734711748624,,,
2526,91,a88de253c83acfb8d71e6d2d557971b8,Attack,10,28.78,Blade,Wolf Fang,1.11,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,160.1683094897135,,,
6194,92,d2364fa06ee2390ebb45cf6088e08cf9,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Grip,Carved,6.94,Stock,Shock Absorber,3.64,117.3471630202404,Weapon Type,SMG,15.81
4688,93,1fad0b1a4afe5c40adf19b4b2ee1a170,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Gold Plated,2.22,Defense,7,7.57,Energy Type,HyperLight,20.07,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,131.4278940878329,,,
6611,94,829640c64e8b0584f703fc84334c1975,Attack,11,26.75,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,11,11.74,Energy Type,AntiMatter - Dark,5.73,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,113.85123192686797,,,
8508,95,dae69d8314a09012df726a83c77265ea,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Ladder Grip,8.14,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,100.53793391971115,,,
3734,96,8f9310edb27757dafe90632524185b4a,Attack,10,28.78,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Tusk,4.52,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,141.61880912426545,,,
4146,97,a1601a452e31e1d54a562dd6402eea5c,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Arch,7.06,Stock,Marksman,3.64,137.07298211353248,Weapon Type,SMG,15.81
2562,98,daff312ba72a1ac2bff7e0c44c487b8c,Attack,10,28.78,Blade,Barbarian,1.98,Category,Bladed,50.00,Color Scheme,Circuit Board,1.75,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,159.28873827545257,,,
8571,99,f46582a82258290b5265e367e4e16abb,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,100.17153204535985,,,
7647,100,141cdebc94223dac936060a8ea5c4b99,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Tusk,4.52,Pomel,Link,9.40,Weapon Type,Sword,16.20,106.4950238930282,,,
8695,101,86f7234bcf4e0f5ccf7b47e111166ce8,Attack,10,28.78,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,10,22.66,Energy Type,AntiMatter,13.39,Handle,Encased,7.95,Pomel,Orical,7.42,Weapon Type,Sword,16.20,99.28270301653887,,,
2957,102,69b1935c725a67d4ac2eb8566093144c,Attack,11,26.75,Barrel,Brute - Rifle,2.10,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Serrated,4.85,Stock,Compact,4.30,152.30961149808837,Weapon Type,Rifle,10.21
7103,103,e228ef122a04c0d1f20f4145cf5040dc,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Hex Tile,3.90,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Link,9.40,Weapon Type,Knife,20.23,110.58504028958465,,,
9093,104,962a4391b994999075d9b88dfb86c540,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,96.83253752571602,,,
4846,105,72c3947f5dbdf8317f0abcab5c171c7c,Attack,11,26.75,Barrel,Warhawk - Blaster,2.20,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Carved,6.94,Weapon Type,Blaster,7.04,129.80243693100252,,,
361,106,7463e99d9b1dc2b3900e3812920f0fa1,Attack,13,7.36,Barrel,Chimara,0.59,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,12,4.18,Energy Type,Helios - Charged,10.13,Grip,Widow,7.87,Stock,Fixed Hollow,5.03,294.0895322966835,Weapon Type,SMG,15.81
43,107,611f8024405040c5e1e5e343783de800,Attack,15,0.53,Barrel,Dragon Spine,0.50,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,12,4.18,Energy Type,Valorite - Concentrated,5.15,Grip,Serrated,4.85,Stock,Shock Absorber,3.64,515.4267032948904,Weapon Type,Rifle,10.21
9110,108,1b1d4b90970109942e56b9a74feb095e,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Widow,7.87,Weapon Type,Sidearm,16.94,96.73849866373408,,,
7616,109,5a3d44996bd42044b848a5704e741080,Attack,9,14.61,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Sword,16.20,106.68527233131196,,,
552,110,f66cb5d7b552bb20207b16d5d21123bc,Attack,11,26.75,Blade,Barbarian,1.98,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,13,0.72,Energy Type,AntiMatter - Dark,5.73,Handle,Ladder Grip,8.14,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,262.3222393083232,,,
6091,111,17fe04dac308490cb194284c21e4e0d2,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,118.2838338358744,,,
4675,112,5eccafdc732a855dd1ed70b5b4a064ca,Attack,10,28.78,Barrel,Front Line,2.13,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Serrated,4.85,Stock,Fixed Hollow,5.03,131.61283035216718,Weapon Type,SMG,15.81
5021,113,b7ac0ca00e15956961dd5a1c05df4e9f,Attack,11,26.75,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Charged,5.52,Pomel,Omni,2.85,Weapon Type,Knife,20.23,127.91060274493006,,,
7122,114,2c544a9d6e13e7627f1b1b76b17fbd5d,Attack,10,28.78,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Knife,20.23,110.43385170985702,,,
359,115,a9bae88be93df06752f21334a1b7977c,Attack,13,7.36,Blade,Crown's Enforcer,0.60,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Encrusted,1.47,Pomel,Link,9.40,Weapon Type,Axe,13.57,294.2137428362344,,,
5620,116,c26eac858ede0fec6d46c2dd0e5616ff,Attack,11,26.75,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Caged,7.89,Pomel,Spiral,7.28,Weapon Type,Axe,13.57,122.28107149440746,,,
9620,117,80c442eee244c4125fe57280fe238b92,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,92.10711136089111,,,
1973,118,3b282d88d31fc11ac074685ca348536a,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Frosted Crystal,1.17,Defense,10,22.66,Energy Type,Helios,19.63,Handle,Charged,5.52,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,174.00140471568005,,,
7678,119,6ebd3c6760be41be0deac0ffd20c5471,Attack,10,28.78,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Ladder Grip,8.14,Pomel,Spiral,7.28,Weapon Type,Axe,13.57,106.28297146290453,,,
3602,120,ef06bb19ead4406861eabe421baba6da,Attack,12,16.48,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,11,11.74,Energy Type,Valorite - Concentrated,5.15,Handle,Bolstered,3.60,Pomel,Orical,7.42,Weapon Type,Sword,16.20,143.28620255076933,,,
9164,121,6046ec96ec92b9c0a4195a21a2a606af,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,96.53763152448845,,,
8476,122,9c18b5734795d5e2f8b1589f7825cc67,Attack,11,26.75,Barrel,Ironside - Sidearm,4.39,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,100.71101830951991,,,
2662,123,99a1a25fe6c3b5cbeedecbe2cdb5d759,Attack,13,7.36,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Ladder Grip,8.14,Pomel,Orical,7.42,Weapon Type,Axe,13.57,157.5460934537781,,,
5788,124,8fae0e283941bfb01b91e227857918e5,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Arch,7.06,Stock,Compact,4.30,120.85359116568853,Weapon Type,SMG,15.81
8577,125,fac39c4432477739fb5d75607032d8e3,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Widow,7.87,Weapon Type,Sidearm,16.94,100.12852770720883,,,
581,126,ec6c8af0a036bb29df656201fc8c7dbd,Attack,13,7.36,Blade,Crown's Enforcer,0.60,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,11,11.74,Energy Type,AntiMatter - Dark,5.73,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Axe,13.57,258.17310632842174,,,
2591,127,32a5d04a99614e6c1f192c19e7b5fde5,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Flintlock,2.02,Weapon Type,Blaster,7.04,158.8727915686586,,,
1643,128,3b599a4b44ce51acd64914b29df6209e,Attack,13,7.36,Barrel,Gauntlet,0.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,185.1775397239922,,,
7457,129,72d7e501daa9ec1081dd94c64f68dec8,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,7,7.57,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,107.79876060573339,,,
3007,130,d306bafb0dbeab854a0a42487bc6ef68,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,11,11.74,Energy Type,Valorite,10.09,Grip,Sheared,6.10,Stock,Scythe,1.86,151.5697669338202,Weapon Type,SMG,15.81
1749,131,1a4958379c24a19b280c05bceb2bf507,Attack,13,7.36,Barrel,Gauntlet,0.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Widow,7.87,Weapon Type,Blaster,7.04,181.90940101424604,,,
2820,132,bcf803d05fadcc40e72e4d2f9bb3471a,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Stock,Scythe,1.86,154.79522431989514,Weapon Type,SMG,15.81
7088,133,bd6325d0d18b3043305ab5caac11600b,Attack,10,28.78,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,AntiMatter,13.39,Handle,Ladder Grip,8.14,Pomel,Beacon,3.71,Weapon Type,Sword,16.20,110.67035974507716,,,
2194,134,4a3dac501bff82221f24e6314e58d3a9,Attack,12,16.48,Barrel,Brute - Rifle,2.10,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Hollow Glow,8.05,Stock,Scythe,1.86,168.45467982921062,Weapon Type,Rifle,10.21
3820,135,60836cf6a78e91925588c420e56deb78,Attack,11,26.75,Barrel,Ironside - Rifle,2.31,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Hollow Glow,8.05,Stock,Shock Absorber,3.64,140.65369199381465,Weapon Type,Rifle,10.21
5438,136,70b56596246da28223e9dc80e4ec29b2,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Recurved,4.07,Stock,Shock Absorber,3.64,123.89309774776187,Weapon Type,SMG,15.81
3532,137,d7085b1cc13ae64d5005b5c550b768fc,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Widow,7.87,Stock,Scythe,1.86,144.2339917529823,Weapon Type,SMG,15.81
2685,138,82164b244ad3baee2b31b52bb886360a,Attack,13,7.36,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Gyroscope,1.98,Weapon Type,Knife,20.23,157.174605406214,,,
3752,139,8bb7bf7173322143f2ca71a0d11abef5,Attack,11,26.75,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Helix,2.05,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,141.4453537870109,,,
4972,140,67f0d08db29b56494107625a2c71d9dc,Attack,13,7.36,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,11,11.74,Energy Type,Valorite - Concentrated,5.15,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,128.54526472604496,,,
7465,141,bfc61a6209004d8d4bf4089b5e962aef,Attack,10,28.78,Blade,Falcon Wing,2.46,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Handle,Ladder Grip,8.14,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,107.74217643069981,,,
7202,142,e9285b2e2d1b02c006c8ad4555a83e9c,Attack,10,28.78,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,11,11.74,Energy Type,AntiMatter - Dark,5.73,Handle,Conical,7.86,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,109.83923370549041,,,
3994,143,284d567faaafd99e52bdb6c78ac49d22,Attack,12,16.48,Barrel,Warhawk - SMG,4.30,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,11,11.74,Energy Type,Valorite - Concentrated,5.15,Grip,Carved,6.94,Stock,Circut,5.08,138.6009494611427,Weapon Type,SMG,15.81
7586,144,b0d6cbb038ba869871683af23be72067,Attack,10,28.78,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Handle,Tusk,4.52,Pomel,Link,9.40,Weapon Type,Axe,13.57,106.90155540328517,,,
6203,145,dbccb288ce0c5b92abc747fb15611b83,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Caged,7.89,Pomel,Omni,2.85,Weapon Type,Knife,20.23,117.27974627006839,,,
3126,146,47311db560453f3f0fc5ae99ca73f927,Attack,12,16.48,Barrel,Brute - Rifle,2.10,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Stock,Compact,4.30,149.76327881306042,Weapon Type,Rifle,10.21
3387,147,872ff9f6b1e1707ce23bfb341390103b,Attack,13,7.36,Barrel,Brute - Sidearm,3.22,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Gold Plated,2.22,Defense,10,22.66,Energy Type,Valorite - Concentrated,5.15,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,145.9379011256314,,,
8432,148,994b04457c434a046b80b38a32581d9d,Attack,9,14.61,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,100.9833570373327,,,
6920,149,05de55acb8f516ac7f9f5110d70ca1e6,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,111.69788807003799,,,
3889,150,0ef211568454ef5505f22715f2926909,Attack,11,26.75,Barrel,Warhawk - Rifle,2.58,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Hollow Glow,8.05,Stock,Compact,4.30,139.8519344390834,Weapon Type,Rifle,10.21
3672,151,f50bb258c05e56461cf34a6287914f50,Attack,11,26.75,Barrel,Warhawk - Rifle,2.58,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Grip,Hollow Glow,8.05,Stock,Compact,4.30,142.31583387664804,Weapon Type,Rifle,10.21
2827,152,1b21f77abaf7ec2dd8b7d3a16238795c,Attack,10,28.78,Barrel,Front Line,2.13,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Hollow Glow,8.05,Stock,Scythe,1.86,154.68055032803622,Weapon Type,SMG,15.81
3122,153,182716987ff93c26658c3cb1e6638c69,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Grip,Hollow Glow,8.05,Stock,Scythe,1.86,149.89267430577246,Weapon Type,SMG,15.81
6395,154,9a6106598e7242b95e4d1da0727be7b7,Attack,11,26.75,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,10,22.66,Energy Type,Valorite - Concentrated,5.15,Grip,Widow,7.87,Stock,Circut,5.08,115.63688373773707,Weapon Type,SMG,15.81
706,155,15e743ca8fb76618a618a66277ce8d09,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Gold,0.64,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Carved,6.94,Stock,Fixed Hollow,5.03,242.43433023753374,Weapon Type,SMG,15.81
7179,156,1be457cdcd5042a01c3d401c678be60d,Attack,10,28.78,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Handle,Encased,7.95,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,109.98453419382888,,,
7557,157,0b45ff43be6251e7ea178f171a461dea,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Widow,7.87,Stock,Compact,4.30,107.05755066288448,Weapon Type,SMG,15.81
3636,158,dd460af08cd6f33b26e01908fa6c1935,Attack,11,26.75,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Bolstered,3.60,Pomel,Link,9.40,Weapon Type,Axe,13.57,142.80652289538332,,,
8734,159,185d08d2aae71c4c4c24970b4b40583a,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Ladder Grip,8.14,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,99.01844690330742,,,
5388,160,2c5c4c7e5dfdaa8f5969dca424df5d8e,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Arch,7.06,Stock,Marksman,3.64,124.18539330025813,Weapon Type,SMG,15.81
9552,161,fdeb6a13b075288e1b1b75f1e6fd817a,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,92.93079363368017,,,
